marker,scale,n,color_checked_kappa,color_checked_bootstrap_ci_95_low,color_checked_bootstrap_ci_95_high,unconstrained_kappa,unconstrained_bootstrap_ci_95_low,unconstrained_bootstrap_ci_95_high,color_checked_exact_agreement,unconstrained_exact_agreement,color_checked_negative_predictions,color_checked_positive_predictions,unconstrained_negative_predictions,unconstrained_positive_predictions,color_checked_roc_auc,unconstrained_roc_auc,color_checked_true_negative,color_checked_false_positive,color_checked_false_negative,color_checked_true_positive,unconstrained_true_negative,unconstrained_false_positive,unconstrained_false_negative,unconstrained_true_positive,color_checked_sensitivity,color_checked_specificity,color_checked_balanced_accuracy,color_checked_positive_predictive_value,color_checked_negative_predictive_value,unconstrained_sensitivity,unconstrained_specificity,unconstrained_balanced_accuracy,unconstrained_positive_predictive_value,unconstrained_negative_predictive_value,color_checked_mean_absolute_error,unconstrained_mean_absolute_error,color_checked_root_mean_squared_error,unconstrained_root_mean_squared_error,color_checked_spearman_correlation,unconstrained_spearman_correlation,color_checked_lin_concordance_correlation,unconstrained_lin_concordance_correlation
ER,binary-at-1-percent,51,0.23115577889447236,0.08780487804878045,0.41210374639769454,0.0,0.0,0.0,0.5882352941176471,0.8627450980392157,28,23,0,51,0.8068181818181818,0.349025974025974,7,0,21,23,0,7,0,44,0.5227272727272727,1.0,0.7613636363636364,1.0,0.25,1.0,0.0,0.5,0.8627450980392157,,65.99822066184835,42.87491341957016,74.41984433289332,52.05380424294819,0.4596999393958354,-0.01886211012792848,0.0625994404582991,-0.016350842557842547
PR,binary-at-1-percent,51,0.14525139664804465,0.005110674367323455,0.3013698630136986,0.10040705563093633,0.0,0.31390134529147984,0.47058823529411764,0.7450980392156863,39,12,1,50,0.722007722007722,0.5115830115830116,13,1,26,11,1,13,0,37,0.2972972972972973,0.9285714285714286,0.612934362934363,0.9166666666666666,0.3333333333333333,1.0,0.07142857142857142,0.5357142857142857,0.74,1.0,35.55644571409552,35.82828355233719,48.654893831881964,46.56973467575321,0.43655441149384105,0.18735923360433918,0.10145952295966526,0.16399923528116478
